master_project_id,master_activity_id,master_activity_row_order,master_evm_row_order,master_progress_row_order,activity__project_id,activity__wbs_id,activity__activity_id,activity__activity_name,activity__planned_start,activity__planned_finish,activity__actual_start,activity__actual_finish,activity__forecast_start,activity__forecast_finish,activity__planned_weight,activity__planned_progress,activity__actual_progress,activity__total_float_days,activity__is_critical,activity__responsible_party,evm__project_id,evm__activity_id,evm__activity_name,evm__period,evm__BAC,evm__AC,evm__EV,evm__PV,evm__CPI,evm__SPI,evm__CV,evm__SV,progress__project_id,progress__activity_id,progress__update_date,progress__planned_progress,progress__actual_progress,progress__planned_value,progress__earned_value,progress__actual_cost,progress__notes
The Big -P.01-UP-20-April-26,E-APP-B01-RF-1020,748,381,379,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.RF,E-APP-B01-RF-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B01) (RF),18-Apr-26,28-Apr-26,17-May-26,1-Jun-26,16-Feb-27,27-Feb-27,1,1.0,0.0,226.0,No,,The Big -P.01-UP-20-April-26,E-APP-B01-RF-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B01) (RF),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-APP-B01-RF-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-6TH-1020,749,541,537,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.6thF,E-APP-B04-6TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (6th),18-Apr-26,28-Apr-26,11-Jun-26,22-Jun-26,30-Nov-26,10-Dec-26,1,1.0,0.0,143.0,No,,The Big -P.01-UP-20-April-26,E-APP-B04-6TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (6th),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-APP-B04-6TH-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B04-8TH-1000,750,166,166,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.8thF,E-SUB-B04-8TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (8th),19-Apr-26,9-May-26,01-Jan-26 A,10-Feb-26 A,2-Jan-27,2-Jan-27,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,E-SUB-B04-8TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (8th),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-SUB-B04-8TH-1000,10-May-26,67.00%,100.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B02-GR-1000,751,729,745,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUP.GF,AB-SUB-B02-GR-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (GF),19-Apr-26,9-May-26,5-Aug-26,25-Aug-26,6-Mar-27,29-Mar-27,1,1.0,0.0,178.0,No,,The Big -P.01-UP-20-April-26,AB-SUB-B02-GR-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (GF),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,AB-SUB-B02-GR-1000,10-May-26,67.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-SOG-1040,752,778,764,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.1,CON-B04-SOG-1040,Shuttering & RFT for S.O.G (B04) (Sog),20-Apr-26,6-May-26,17-Aug-26,3-Sep-26,16-Feb-27,4-Mar-27,1,1.0,0.0,153.0,No,,The Big -P.01-UP-20-April-26,CON-B04-SOG-1040,Shuttering & RFT for S.O.G (B04) (Sog),17-May-26,675162.26,0.0,0.0,675162.26,0,0.0,0,-675162.26,The Big -P.01-UP-20-April-26,CON-B04-SOG-1040,10-May-26,73.00%,0.00%,"$495,118.99",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-GR-1050,753,730,747,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,CON-B02-GR-1050,Shuttering for Stairs  (B02) (GR),20-Apr-26,28-Apr-26,6-Aug-26,15-Aug-26,5-May-26,13-May-26,1,1.0,0.0,-74.0,Yes,,The Big -P.01-UP-20-April-26,CON-B02-GR-1050,Shuttering for Stairs  (B02) (GR),17-May-26,32872.32,0.0,0.0,32872.32,0,0.0,0,-32872.32,The Big -P.01-UP-20-April-26,CON-B02-GR-1050,10-May-26,100.00%,0.00%,"$32,872.32",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-GR-1020,754,758,746,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.GF,CON-B04-GR-1020,"Shuttering for Walls, Col. & Cores (B04) (GR)",20-Apr-26,27-Apr-26,10-Aug-26,17-Aug-26,20-Apr-26,27-Apr-26,1,1.0,0.0,-90.0,Yes,,The Big -P.01-UP-20-April-26,CON-B04-GR-1020,"Shuttering for Walls, Col. & Cores (B04) (GR)",17-May-26,469909.97,0.0,0.0,469909.97,0,0.0,0,-469909.97,The Big -P.01-UP-20-April-26,CON-B04-GR-1020,10-May-26,100.00%,0.00%,"$469,909.97",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B03-SOG-1000,755,781,770,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUB.2ndB.1,AB-SUB-B03-SOG-1000,Submittal for S.O.G Conc. Dim. DWGs As-Built Drawing (B03) (Sog),20-Apr-26,10-May-26,17-Aug-26,7-Sep-26,6-Mar-27,29-Mar-27,1,1.0,0.0,168.0,No,,The Big -P.01-UP-20-April-26,AB-SUB-B03-SOG-1000,Submittal for S.O.G Conc. Dim. DWGs As-Built Drawing (B03) (Sog),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,AB-SUB-B03-SOG-1000,10-May-26,61.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-6TH-1030,756,578,574,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.6thF,E-APP-B04-6TH-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (6th),21-Apr-26,2-May-26,15-Jun-26,25-Jun-26,30-Nov-26,10-Dec-26,1,1.0,0.0,140.0,No,,The Big -P.01-UP-20-April-26,E-APP-B04-6TH-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (6th),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-APP-B04-6TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1110,757,739,749,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.1stB,CON-B03-BAS01-1110,Dismantling Formwork (B03) (Bas 01),22-Apr-26,22-Apr-26,9-Aug-26,9-Aug-26,27-Apr-26,27-Apr-26,1,1.0,0.0,-104.0,Yes,,The Big -P.01-UP-20-April-26,CON-B03-BAS01-1110,Dismantling Formwork (B03) (Bas 01),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,CON-B03-BAS01-1110,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B04-8TH-1010,758,246,246,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.8thF,E-SUB-B04-8TH-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B04) (8th),22-Apr-26,12-May-26,01-Feb-26 A,21-Feb-26 A,2-Jan-27,2-Jan-27,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,E-SUB-B04-8TH-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B04) (8th),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-SUB-B04-8TH-1010,10-May-26,50.00%,100.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-GR-1080,759,846,845,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.GF,CON-B01-GR-1080,Pouring for Stairs  (B01) (GR),22-Apr-26,23-Apr-26,16-Sep-26,19-Sep-26,22-Apr-26,23-Apr-26,1,1.0,0.0,-119.0,Yes,,The Big -P.01-UP-20-April-26,CON-B01-GR-1080,Pouring for Stairs  (B01) (GR),17-May-26,48297.6,0.0,0.0,48297.6,0,0.0,0,-48297.6,The Big -P.01-UP-20-April-26,CON-B01-GR-1080,10-May-26,100.00%,0.00%,"$48,297.60",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-GR-1070,760,741,750,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,CON-B02-GR-1070,RFT for Stairs  (B02) (GR),22-Apr-26,30-Apr-26,9-Aug-26,17-Aug-26,7-May-26,16-May-26,1,1.0,0.0,-74.0,Yes,,The Big -P.01-UP-20-April-26,CON-B02-GR-1070,RFT for Stairs  (B02) (GR),17-May-26,61713.97,0.0,0.0,61713.97,0,0.0,0,-61713.97,The Big -P.01-UP-20-April-26,CON-B02-GR-1070,10-May-26,100.00%,0.00%,"$61,713.97",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-GR-1000,761,847,847,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.GF,AB-APP-B01-GR-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01)  (GF),22-Apr-26,5-May-26,16-Sep-26,30-Sep-26,23-Mar-27,5-Apr-27,1,1.0,0.0,155.0,No,,The Big -P.01-UP-20-April-26,AB-APP-B01-GR-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01)  (GF),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,AB-APP-B01-GR-1000,10-May-26,75.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-SOG-1000,762,858,851,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.2ndB.1,CON-B02-SOG-1000,Soil Backfilling & Compaction (B02) (Sog),23-Apr-26,30-Apr-26,20-Sep-26,27-Sep-26,19-Jan-27,27-Jan-27,1,1.0,0.0,102.0,No,,The Big -P.01-UP-20-April-26,CON-B02-SOG-1000,Soil Backfilling & Compaction (B02) (Sog),17-May-26,180582.43,0.0,0.0,180582.43,0,0.0,0,-180582.43,The Big -P.01-UP-20-April-26,CON-B02-SOG-1000,10-May-26,100.00%,0.00%,"$180,582.43",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-GR-1040,763,740,753,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,CON-B02-GR-1040,Shuttering for Slabs & Beams (B02) (GR),23-Apr-26,4-May-26,10-Aug-26,20-Aug-26,23-Apr-26,4-May-26,1,1.0,0.0,-87.0,Yes,,The Big -P.01-UP-20-April-26,CON-B02-GR-1040,Shuttering for Slabs & Beams (B02) (GR),17-May-26,1785340.2,0.0,0.0,1785340.2,0,0.0,0,-1785340.2,The Big -P.01-UP-20-April-26,CON-B02-GR-1040,10-May-26,80.00%,0.00%,"$1,428,272.16",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-GR-1100,764,851,852,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.GF,CON-B01-GR-1100,"Curing for Slabs, Beams & Stairs (B01) (GR)",24-Apr-26,28-Apr-26,19-Sep-26,24-Sep-26,24-Apr-26,28-Apr-26,1,1.0,0.0,-148.0,Yes,,The Big -P.01-UP-20-April-26,CON-B01-GR-1100,"Curing for Slabs, Beams & Stairs (B01) (GR)",17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,CON-B01-GR-1100,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B04-RF-1000,765,171,171,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.RF,E-SUB-B04-RF-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (RF),25-Apr-26,14-May-26,01-Jan-26 A,10-Feb-26 A,21-Jan-27,21-Jan-27,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,E-SUB-B04-RF-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (RF),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-SUB-B04-RF-1000,10-May-26,39.00%,100.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-GR-1010,766,852,853,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.GF,AB-SUB-B01-GR-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01),25-Apr-26,14-May-26,19-Sep-26,11-Oct-26,6-Mar-27,29-Mar-27,1,1.0,0.0,141.0,No,,The Big -P.01-UP-20-April-26,AB-SUB-B01-GR-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,AB-SUB-B01-GR-1010,10-May-26,39.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-BAS1-1010,767,750,757,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUB.2,AB-APP-B03-BAS1-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 01),25-Apr-26,7-May-26,11-Aug-26,24-Aug-26,23-Mar-27,5-Apr-27,1,1.0,0.0,185.0,No,,The Big -P.01-UP-20-April-26,AB-APP-B03-BAS1-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 01),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,AB-APP-B03-BAS1-1010,10-May-26,58.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B03-SOG-1010,768,793,788,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUB.2ndB.1,AB-SUB-B03-SOG-1010,Submittal for S.O.G RFT DWGs As-Built Drawing (B03) (Sog),25-Apr-26,14-May-26,22-Aug-26,12-Sep-26,6-Mar-27,29-Mar-27,1,1.0,0.0,164.0,No,,The Big -P.01-UP-20-April-26,AB-SUB-B03-SOG-1010,Submittal for S.O.G RFT DWGs As-Built Drawing (B03) (Sog),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,AB-SUB-B03-SOG-1010,10-May-26,39.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-SOG-1020,769,860,855,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.2ndB.SOG,CON-B01-SOG-1020,DPM Layer works (B01) (Sog),26-Apr-26,12-May-26,22-Sep-26,10-Oct-26,12-Jan-27,30-Jan-27,1,1.0,0.0,94.0,No,,The Big -P.01-UP-20-April-26,CON-B01-SOG-1020,DPM Layer works (B01) (Sog),17-May-26,492186.35,0.0,0.0,492186.35,0,0.0,0,-492186.35,The Big -P.01-UP-20-April-26,CON-B01-SOG-1020,10-May-26,40.00%,0.00%,"$196,874.54",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-SOG-1050,770,796,790,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.1,CON-B04-SOG-1050,Pouring for S.O.G (B04) (Sog),26-Apr-26,6-May-26,23-Aug-26,3-Sep-26,22-Feb-27,4-Mar-27,1,1.0,0.0,153.0,No,,The Big -P.01-UP-20-April-26,CON-B04-SOG-1050,Pouring for S.O.G (B04) (Sog),17-May-26,900216.35,0.0,0.0,900216.35,0,0.0,0,-900216.35,The Big -P.01-UP-20-April-26,CON-B04-SOG-1050,10-May-26,60.00%,0.00%,"$540,129.81",$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B04-8TH-1020,771,360,358,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.8thF,E-SUB-B04-8TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (8th),26-Apr-26,16-May-26,17-May-26,10-Jun-26,2-Jan-27,23-Jan-27,1,1.0,0.0,189.0,No,,The Big -P.01-UP-20-April-26,E-SUB-B04-8TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (8th),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-SUB-B04-8TH-1020,10-May-26,33.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-GR-1060,772,749,759,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,CON-B02-GR-1060,RFT for Slabs & Beams (B02) (GR),26-Apr-26,9-May-26,12-Aug-26,25-Aug-26,26-Apr-26,9-May-26,1,1.0,0.0,-87.0,Yes,,The Big -P.01-UP-20-April-26,CON-B02-GR-1060,RFT for Slabs & Beams (B02) (GR),17-May-26,1887885.37,0.0,0.0,1887885.37,0,0.0,0,-1887885.37,The Big -P.01-UP-20-April-26,CON-B02-GR-1060,10-May-26,50.00%,0.00%,"$943,942.68",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-GR-1030,773,753,767,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.GF,CON-B03-GR-1030,"Pouring for Walls, Col. & Cores (B03) (GR)",26-Apr-26,27-Apr-26,13-Aug-26,15-Aug-26,26-Apr-26,27-Apr-26,1,1.0,0.0,-88.0,Yes,,The Big -P.01-UP-20-April-26,CON-B03-GR-1030,"Pouring for Walls, Col. & Cores (B03) (GR)",17-May-26,532759.93,0.0,0.0,532759.93,0,0.0,0,-532759.93,The Big -P.01-UP-20-April-26,CON-B03-GR-1030,10-May-26,100.00%,0.00%,"$532,759.93",$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-7TH-1000,774,278,278,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.7thF,E-APP-B04-7TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (7th),26-Apr-26,6-May-26,01-Feb-26 A,12-Feb-26 A,31-Dec-26,31-Dec-26,1,1.0,1.0,,No,,The Big -P.01-UP-20-April-26,E-APP-B04-7TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (7th),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-APP-B04-7TH-1000,10-May-26,60.00%,100.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-BAS1-1020,775,754,762,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUB.2,AB-APP-B03-BAS1-1020,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 01),26-Apr-26,9-May-26,12-Aug-26,25-Aug-26,23-Mar-27,5-Apr-27,1,1.0,0.0,184.0,No,,The Big -P.01-UP-20-April-26,AB-APP-B03-BAS1-1020,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 01),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,AB-APP-B03-BAS1-1020,10-May-26,50.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-BAS1-1030,776,755,763,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUB.2,AB-APP-B03-BAS1-1030,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 01),26-Apr-26,9-May-26,12-Aug-26,25-Aug-26,23-Mar-27,5-Apr-27,1,1.0,0.0,184.0,No,,The Big -P.01-UP-20-April-26,AB-APP-B03-BAS1-1030,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 01),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,AB-APP-B03-BAS1-1030,10-May-26,50.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-SOG-1060,777,803,794,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.1,CON-B04-SOG-1060,Curing & Smoothing Surface for S.O.G (B04) (Sog),27-Apr-26,6-May-26,25-Aug-26,3-Sep-26,18-Mar-27,27-Mar-27,1,1.0,0.0,205.0,No,,The Big -P.01-UP-20-April-26,CON-B04-SOG-1060,Curing & Smoothing Surface for S.O.G (B04) (Sog),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,CON-B04-SOG-1060,10-May-26,60.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-GR-1090,778,859,856,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.GF,CON-B01-GR-1090,Pouring for Slabs & Beams (B01) (GR),27-Apr-26,28-Apr-26,21-Sep-26,23-Sep-26,27-Apr-26,28-Apr-26,1,1.0,0.0,-119.0,Yes,,The Big -P.01-UP-20-April-26,CON-B01-GR-1090,Pouring for Slabs & Beams (B01) (GR),17-May-26,1525811.58,0.0,0.0,1525811.58,0,0.0,0,-1525811.58,The Big -P.01-UP-20-April-26,CON-B01-GR-1090,10-May-26,100.00%,0.00%,"$1,525,811.58",$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B04-RF-1010,779,377,375,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.RF,E-SUB-B04-RF-1010,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (RF),28-Apr-26,18-May-26,17-May-26,10-Jun-26,21-Jan-27,11-Feb-27,1,0.8889,0.0,205.0,No,,The Big -P.01-UP-20-April-26,E-SUB-B04-RF-1010,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (RF),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-SUB-B04-RF-1010,10-May-26,22.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-GR-1030,780,785,771,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.GF,CON-B04-GR-1030,"Pouring for Walls, Col. & Cores (B04) (GR)",28-Apr-26,29-Apr-26,18-Aug-26,19-Aug-26,28-Apr-26,29-Apr-26,1,1.0,0.0,-90.0,Yes,,The Big -P.01-UP-20-April-26,CON-B04-GR-1030,"Pouring for Walls, Col. & Cores (B04) (GR)",17-May-26,704864.95,0.0,0.0,704864.95,0,0.0,0,-704864.95,The Big -P.01-UP-20-April-26,CON-B04-GR-1030,10-May-26,100.00%,0.00%,"$704,864.95",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-GR-1040,781,760,781,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.GF,CON-B03-GR-1040,Shuttering for Slabs & Beams (B03) (GR),28-Apr-26,5-May-26,16-Aug-26,23-Aug-26,28-Apr-26,5-May-26,1,1.0,0.0,-88.0,Yes,,The Big -P.01-UP-20-April-26,CON-B03-GR-1040,Shuttering for Slabs & Beams (B03) (GR),17-May-26,858317.45,0.0,0.0,858317.45,0,0.0,0,-858317.45,The Big -P.01-UP-20-April-26,CON-B03-GR-1040,10-May-26,57.00%,0.00%,"$490,467.11",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B03-GR-1000,782,761,782,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUP.GF,AB-SUB-B03-GR-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (GF),28-Apr-26,18-May-26,16-Aug-26,6-Sep-26,6-Mar-27,29-Mar-27,1,0.8889,0.0,169.0,No,,The Big -P.01-UP-20-April-26,AB-SUB-B03-GR-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (GF),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,AB-SUB-B03-GR-1000,10-May-26,22.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1140,783,786,775,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.2,CON-B04-BAS01-1140,Dismantling Formwork (B04) (Bas 01),29-Apr-26,29-Apr-26,19-Aug-26,19-Aug-26,29-Apr-26,29-Apr-26,1,1.0,0.0,-112.0,Yes,,The Big -P.01-UP-20-April-26,CON-B04-BAS01-1140,Dismantling Formwork (B04) (Bas 01),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,CON-B04-BAS01-1140,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B04-8TH-1030,784,438,433,The Big -P.01-UP-20-April-26,The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.8thF,E-SUB-B04-8TH-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B04) (8th),29-Apr-26,19-May-26,20-May-26,14-Jun-26,5-Jan-27,27-Jan-27,1,0.8333,0.0,189.0,No,,The Big -P.01-UP-20-April-26,E-SUB-B04-8TH-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B04) (8th),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0,The Big -P.01-UP-20-April-26,E-SUB-B04-8TH-1030,10-May-26,17.00%,0.00%,$0.00,$0.00,$0.00,
