source_table,source_path,row_order,project_id,Project Name,Contract No,Employer,Contractor,Consultant,Baseline Name,Impacted Update Name,Data Date,Prepared By,Report Revision,Report Date,Delay Category,Primary Cause Family,Primary Claim Position,project_key,project_name,contract_number,employer,contractor,consultant,baseline_schedule_name,baseline_data_date,impacted_update_name,impacted_data_date,analysis_data_date,prepared_by,report_revision,report_date,calendar_name,contract_time_unit,project_finish_milestone_id,Activity ID,Activity Name,Resource ID,Register Building / Zone Allocation,Drive Activity Dates,BL Start,BL Finish,Start,Finish,Allocation Date,Allocation Ref,Act. Start Status,Act. Finish Status,Original Duration,Actual Duration,Deviated Duration,Budgeted Units,Available units supplied by client vs Actual units of activities,Delayed duration in days due to steel un avilability in site,Remaining Units,Units % Complete,Budgeted Units / Time,Responsibility,Reason for Delay,Responsibility.1,Reason for Delay.1,Note,BL critical Path,BL Longest Path,Updated Critical Path,Updated Longest Path,source_id,source_role,source_file_name,source_relative_path,source_sha256,file_date,received_date,source_owner,source_status,notes,Coding No.,Supplier,Total Quantity,Date of delivery,Clause / Topic,Location,Plain English Meaning,Research the Lines,Who Holds Leverage,Notice / Time Bar,Money Impact,Schedule Impact,Practical Action / Evidence,event_id,event_variant,event_name,event_category,responsible_party,notice_status,event_start,event_finish,claimed_delay_days,affected_activity_id,evidence_reference,causation_status,criticality_status,inclusion_in_integrated_eot,analyst_status,fragnet_activity_id,fragnet_activity_name,activity_type,original_duration_days,fragnet_start,fragnet_finish,data_date,activity_id,milestone_activity_name,before_total_float_days,before_forecast_finish,after_total_float_days,after_forecast_finish,float_change_days,finish_movement_calendar_days,impact_assessment,verification_status,Unnamed: 4,overlap_id,contractor_event_id,employer_event_id,overlap_start,overlap_finish,overlap_calendar_days,concurrent_delay_days,apportionment_method,concurrency_adjustment_days,included_in_adjustment,entitlement_position,Primary Event ID,Delayed duration,Overlap Start,Overlap Finish,BL Critical Path,Current Critical Path,Delayed duration after overlap,Concurrent delay,WBS,Building / Zone,Total Float,Longest Path,First Affected Flag,Predecessor Activity ID,Predecessor Relationship Type,Predecessor Lag,Successor Activity ID,Successor Relationship Type,Successor Lag,Fragment Start,Fragment Finish,Fragment Duration,evidence_id,evidence_type,document_date,time_bar_status,compensation_status,entitlement_status,Dia,RFT for RC Raft & Footings (B03) (footing) 196,RFT for RC Raft (B04) (Water Tank) 45.81,RFT for RC Raft & Footings (B02) (footing) 155.5,RFT for Columns & Walls Below SOG (B03) (footing),RFT for Columns & Walls Below SOG (B02) (footing),RFT for RC Raft & Footings (B01) (footing),RFT for Columns & Walls Below SOG (B01) (footing),"RFT for Walls, Col. & Cores (B03) (Bas 02)",RFT for Walls (B04) (Water Tank),RFT for RC Raft & Footings (B04) (footing) 192,RFT for Columns & Walls Below SOG (B04) (footing),"RFT for Walls, Col. & Cores (B02) (Bas 02)",1-Oct-25,1-Dec-25,1-Feb-26,1-May-26,scenario_id,scenario_name,status_date,baseline_progress_percent,impacted_progress_percent,recovery_progress_percent,baseline_finish,impacted_finish,recovery_finish,predecessor_activity_id,successor_activity_id,relationship_type,lag_days,p6_update_reference,source_file,source_sheet,source_row,release_id,release_status,approval_status,baseline_project_finish,impacted_project_finish,gross_included_event_movement_days,integrated_eot_calendar_days,approved_matrix_reference,source_manifest_reference,approval_reference,approved_by,approved_date,reconciliation_id,issue_type,issue_description,historical_value,active_position,resolution_required,owner,status,artifact_id,artifact_type,artifact_title,output_filename,source_project_id,source_report_fingerprint,generated_at,review_status,publication_status
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,26,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contract basics,Agreement / Contract Data,"Project is the Big Project civil works between Roya as Employer and Samco as Contractor, effective 30-Apr-2025.","All later letters should be read against this baseline: parties, project, price, time, and risk allocation are fixed from this date.",Neutral,Use exact contract references in all notices.,Defines the starting commercial baseline.,Defines the baseline programme period.,"Keep contract date, parties, amount, and commencement records in every claim file.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,27,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted Contract Amount,Agreement / Appendix,"Contract amount is EGP 367,286,025 including social insurance, duties, and taxes except VAT.",The price is intended to be comprehensive. The Contractor must prove why any extra is outside the agreed scope or qualifies under variation/adjustment clauses.,Employer,Any extra must follow Variation or Claim procedure.,High barrier to extra payment unless clear instruction/change exists.,No direct time right unless linked to variation or delay event.,"For each extra cost, attach instruction, BOQ gap analysis, and timely notice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,28,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Re-measured contract,Agreement / Appendix,Contract is on a re-measured basis and payment is based on actual executed quantities.,"Quantities can increase or decrease, but rates and risk wording still matter. More quantity is not automatically a new scope claim.",Shared,Measurement records must be timely and supported.,"Payment follows measured work, not tender BOQ quantity warranty.",Quantity change may affect time only if it impacts critical path and is claimed.,"Keep survey sheets, IR approvals, measurement sheets, and BOQ mapping.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,29,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOQ quantity no warranty,Agreement,Employer gives no warranty that BOQ quantities are accurate.,"The Contractor cannot rely only on tender quantities to claim surprise. The claim must be tied to changed scope, instruction, or unforeseeable condition.",Employer,Claim notice still required if quantity change delays or costs more than normal remeasurement.,Limits quantity-based claims.,Possible only if actual quantity change affects critical path and is properly proved.,"Compare tender BOQ, IFC drawings, actual measurements, and programme impact.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,30,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fixed and final price wording,Appendix,"Accepted amount is fixed and final, inclusive of compensation, contingencies, future law, fuel, and currency changes except specified material adjustment.",This is a strong anti-claim clause. Most market escalation arguments are blocked unless they fit the concrete/steel adjustment formula.,Employer,Use price adjustment clause only where allowed.,Reduces escalation and hardship claims.,No direct EOT from price movement.,Separate allowed concrete/steel adjustment from general inflation claims.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,31,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concrete and steel price adjustment,Appendix,Concrete and steel may be adjusted using CAPMAS indices if delay is not due to Contractor.,"Price adjustment is conditional. If Employer/Engineer says the Contractor caused the delay, the adjustment may be rejected.",Shared,Need proof delay was not Contractor-caused.,Potential recovery for concrete/steel escalation only.,Depends on non-contractor delay period and affected procurement.,"Prepare CAPMAS index comparison, baseline prices, procurement dates, and delay responsibility analysis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,32,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exclusions from contract amount,Appendix,"Employer/Engineer site mobilization, authority permits/licenses, relocation/protection of utilities, and dewatering are excluded.","These are possible entitlement areas, but only if actually instructed or required and not already covered elsewhere.",Contractor if documented,Variation/claim notice required before or immediately after impact.,Potential additional payment if outside scope and instructed/required.,Potential EOT if critical and not Contractor fault.,"Record instruction, site condition, authority requirement, photographs, and cost/time impact.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,33,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advance payment structure,Appendix / Clause 14.2,Advance payment is 25 percent; 30 percent cash against bank check and 70 percent as steel supplied by Employer according to approved programme.,Steel supply is commercially tied to the advance. But entitlement depends on approved programme and proper requisitions.,Shared,Steel delay notices should be immediate and linked to approved programme dates.,Employer-supplied steel affects advance/payment accounting.,Late steel may support delay only if critical and properly requested.,"Keep approved programme, steel requisitions, delivery notes, and impact analysis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,34,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minimum IPC threshold,Appendix,Minimum IPC amount is 70 percent of monthly cash flow.,Small or weak IPCs can be administratively rejected or deferred. Payment entitlement is linked to monthly cash flow planning.,Employer,Monthly IPC must meet threshold and be complete.,Can delay cash collection if IPC below threshold.,Indirect cash-flow pressure; not itself an EOT event.,Align monthly valuation with approved cash flow and explain any shortfall.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,35,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment period,Clause 14.7,Employer pays amounts due within 45 days after Engineer receives a complete statement and supporting documents.,"The 45 days likely starts only after a compliant submission, not after an incomplete invoice.",Employer until submission complete,Late payment arguments need proof of complete submission date.,Interest or delayed payment arguments depend on compliance.,Suspension rights require strict clause compliance.,"Keep transmittal, Engineer receipt date, checklist of supporting documents, and payment certificate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,36,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social insurance condition,Agreement / Payment terms,Proof of social insurance payment is required before subsequent IPC release.,Even technically valid work may be held up if social insurance evidence is missing.,Employer,Submit before each affected IPC cycle.,Payment can be delayed despite completed work.,Indirect cash flow risk only.,"Keep receipts, certificates, and IPC checklist.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,37,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retention,Appendix / Clause 14,Retention is 5 percent; first half released at Taking-Over Certificate and second half after Defects Notification Period.,"Cash is locked until formal completion milestones, not just physical progress.",Employer,Taking-over and defect records must be clean.,Cash retention affects final recovery.,Open defects delay release.,"Track TOC requirements, snag/NCR closure, and DNP expiry.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,38,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Performance security,Appendix / Clause 4.2,Performance security is 5 percent of Accepted Contract Amount.,"Security gives Employer leverage if termination, default, or recovery of damages becomes serious.",Employer,Maintain valid security until required release.,Potential call/deduction risk.,"No direct schedule effect, but default pressure is high.","Track validity, expiry, amendments, and Employer notices.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,39,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Time for Completion,Appendix / Clause 8.2,Time for Completion is 19 months from Commencement Date.,All delay analysis should measure impact against this contractual completion window.,Employer unless EOT proved,EOT claim required for any excusable delay.,Delay damages risk after expiry without EOT.,Critical path must be shown against 19-month baseline.,Maintain approved baseline programme and monthly updates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,40,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8-month structural milestone,Appendix,Ground floor ceiling slab completion is required within 8 months from Commencement and is not a Taking-Over section.,This is a milestone obligation but does not give partial taking-over protection. Delay can still be used as performance evidence.,Employer,Notify delay to milestone if affected.,Potential damages/pressure depending on contract use.,High control milestone for early works.,"Track milestone logic, progress photos, inspections, and causes of delay.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,41,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delay damages,Appendix / Clause 8.7,"Delay damages are 1 percent of outstanding works per week or part week, capped at 10 percent of Contract Price.",Even part of a week counts. Employer can use this as strong pressure once completion is late without EOT.,Employer,EOT must be claimed before delay damages crystallize.,"High exposure, capped at 10 percent.",Critical if no approved EOT.,Update EOT register and forecast exposure weekly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,42,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal working hours,Appendix / Clause 6.5,Normal hours are 6 days per week and 8 hours per day.,Acceleration beyond normal hours may not be paid unless instructed or caused by an Employer-risk event and properly claimed.,Employer,Acceleration claim needs instruction or recoverable delay event.,Overtime often Contractor cost unless entitlement proved.,Recovery plans may require more resources without extra payment if Contractor delay.,"Record instructions, productivity assumptions, manpower, and cause of acceleration.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,43,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Document priority,Clause 1.5,Contract documents are prioritized by the Agreement sequence.,"If two documents conflict, priority decides. But the Contractor must still flag conflicts before execution.",Shared,Notify ambiguity before starting affected work.,May block extra payment if Contractor proceeds silently.,May block EOT if late clarification caused by Contractor silence.,Maintain discrepancy notices and Engineer responses.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,44,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More stringent requirement governs,Clause 1.5,"If Employer considers a more stringent requirement applicable, Contractor must comply.","The stricter interpretation can be imposed first, with entitlement only if Contractor preserves claim rights.",Employer,Notify and claim if stricter requirement changes cost/time.,Potential extra cost only if valid variation/claim survives.,Potential delay only if critical and noticed.,"Issue reservation letter before execution, then submit variation proposal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,45,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing or blank BOQ items,Clause 1.5,"Missing, unpriced, or blank BOQ items are deemed included in other BOQ rates/prices.","A BOQ silence is not enough to claim extra. Contractor must show the work is truly outside the Contract, not just missing from a rate.",Employer,Variation notice required for true extra scope.,Strongly limits payment for omitted rate items.,No direct EOT unless scope/instruction affects critical path.,Map work to drawings/specs and explain why it is not implied or included.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,46,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Works shown in any document,Clause 1.5,Work shown in any contract document but not another is deemed included in Accepted Contract Amount.,One drawing/specification reference can be enough to make the work included.,Employer,Raise discrepancy before execution.,Extra payment difficult if item appears anywhere in contract docs.,EOT difficult unless delayed instruction/change occurs.,Search all contract documents before asserting missing scope.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,47,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necessary and implied works,Clause 1.5,"Works necessary for stability, completion, safe operation, or proper execution are included even if not expressly detailed.","The contract captures hidden enabling works. Many support, temporary, coordination, and completion items may be treated as included.",Employer,Claim only if beyond normal implied works and instructed/changed.,Limits extras for temporary or enabling items.,May create sequencing burden on Contractor.,"Record why the work is unusual, instructed, or outside normal construction practice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,48,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discrepancies and ambiguities,Clause 1.5 / 1.8,"Contractor must notify Engineer of ambiguity, discrepancy, or error before starting affected work.","If Contractor builds first and argues later, entitlement becomes weak.",Employer,Notify before work starts.,Late notice can defeat additional cost.,Late notice can defeat delay claim.,Send technical query/RFI with proposed interpretation and reservation of rights.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,49,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contractor documents timing,Clause 1.8,Submittals are due 14 days before construction activity; Engineer review is 10 days; resubmission is 3 days.,The programme must include approval cycles. Late submittals become Contractor delay even if Engineer takes normal review time.,Employer,Late submittal notices weaken claims.,Rework/resubmission cost likely Contractor risk.,Approval delay only claimable beyond contractual review if critical.,Maintain submittal register tied to programme activities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,50,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delayed drawings or instructions,Clause 1.9,Delay from late drawings/instructions must be claimed under the notice procedure.,"The event may be Employer-risk, but it is not automatically payable or excusable unless notice and particulars are on time.",Shared,"Strict notice required, then particulars and monthly updates.",Potential cost/time only if claim compliant.,Potential EOT if critical path delayed.,"Keep request dates, required-by dates, late response proof, and critical path analysis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,51,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Site access,Clause 2.1,Employer gives site access under contract conditions.,"Access is entitlement-sensitive: if the Contractor cannot work because access is not given, it can be strong, but only with proof of readiness and criticality.",Contractor if ready,Immediate notice if access not available.,Possible cost if proven and not excluded.,Possible EOT if critical access denied.,"Keep handover records, photographs, readiness evidence, and programme logic.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,52,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permits and licenses,Clause 2.2 / Appendix exclusions,"Authority permits/licenses are excluded from Accepted Contract Amount, but responsibilities depend on the specific permit and law.","This is a possible variation/claim zone, but not a blanket excuse for slow authority processing.",Shared,Notify authority delay and cost as soon as known.,Recoverable if Employer-risk or excluded cost instructed/required.,Possible EOT if authority issue blocks critical work and Contractor acted diligently.,"Keep applications, authority receipts, correspondence, and delay chronology.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,53,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineer authority and determination,Clauses 3.1 / 3.5,Engineer administers instructions and determinations under the Contract.,Engineer decisions are central evidence. Silence or informal site discussion is weaker than written instruction/determination.,Employer/Engineer,Ask for written instruction/determination where impact exists.,Payment depends on formal valuation/determination.,Delay depends on accepted programme impact.,Convert verbal directions into written confirmation immediately.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
