record_type,sheet_name,row_order,file_name,relative_path,extension,size_kb,modified,Ref No,Date,Type,Subject,Main Purpose,Key Requests,Scope Impact,Responsibility,Affected Activities,Start Dependency,Sequence Impact,Commercial Impact,Risk Type,Risk Owner,Delay Risk,EOT Potential,Claim Strength,Required Actions,project_id,Thread,SAMCO Ref No,SAMCO Sheet Row,SAMCO Date,SAMCO Type,SAMCO Subject,Related ACE Ref No(s),ACE Sheet Row(s),ACE Date(s),ACE Subject(s),Relationship,Confidence,SAMCO Claim Strength,ACE Claim Strength,SAMCO Delay Risk,ACE Delay Risk,Recommended Follow-up,ACE Ref No,ACE Sheet Row,ACE Date,ACE Type,ACE Subject,Related SAMCO Ref No(s),SAMCO Sheet Row(s),SAMCO Subject(s),Thread(s),ACE EOT Potential,ACE Required Actions,SAMCO Ref(s),6,Main Link,Priority,Next Action,Source File,Direction,Reference,Classification,Issue Thread,Status,Message
letter_register,From Contractor,4,,,,,,BD-CW-SAMCO-ACE-LET-STR-004,28-Aug-2025,Notice / Site Condition,RE: Site Survey Findings and Allocation of Concrete Batching Plant,"Record survey deviations, ramp changes, batching plant location, and Zone 2 handover conditions","Review survey findings, approve guidance, accept owner cost/time if batching plant relocated","Site boundaries, ramp, batching plant and Zone 2 handover affected",Owner/Engineer for handover/location; SAMCO for execution after access,"Boundary excavation, ramp works, batching plant, Zone 2 works",Full land handover; Zone 2 commencement three months after handover,"Medium to High, especially Zone 2",Possible relocation cost and time extension,Site Access / Interface,Shared / Owner,High,Moderate to High,Moderate,Issue final survey decisions and confirm batching plant/ramp instructions,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,5,,,,,,BD-CW-SAMCO-ACE-LET-STR-005,10-Sep-2025,Notice of Delay / Site Obstacle,RE: Documentation of Site Obstacles Affecting Project Progress,Document water leakage and inability to complete testing/excavation,"Resolve leakage, notify when clear, exclude affected period from contract duration",No scope change; site condition obstructs works,Owner/Engineer for utility issue; SAMCO to resume after clearance,"DCPT, open pits, tank survey, excavation",Leakage repair and safe site access,High for affected testing/excavation sequence,Potential prolongation and remediation cost,Site Condition / Delay,Owner / Shared,High,Moderate to High,Moderate,"Repair leakage, document affected period, update recovery plan",The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,6,,,,,,BD-CW-SAMCO-ACE-LET-STR-006,22-Sep-2025,Response,RE: Response to Letter No. BD-ACEPM-SAMCO-LET-004,Confirm contractual submissions are being completed,"Submit staff, schedule, HSE, QAP, BBS and reports progressively",No scope impact,SAMCO,Pre-construction submittals and reporting,Contractual submission cycle,Medium if approvals lag,Low direct commercial impact,Contract Compliance,SAMCO,Medium,Low,Weak,Submit remaining contractual documents,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,7,,,,,,BD-CW-SAMCO-ACE-LET-STR-007,24-Sep-2025,Response / Reservation,RE: Response to Letter No. BD-ACEPM-SAMCO-LET-005,Respond to ACE-PM rejection of site obstacle position,"Confirm tests resumed/completed, state approvals route, reserve contractual claims",No scope change; records time effects from leakage,Shared,"Soil tests, grid leveling, excavation drawings, reporting",Leakage repair and consultant approvals,Medium,Potential future claim if substantiated,Site Condition / Contract,Shared,Medium,Conditional,Moderate,Track approvals and submit any claim with particulars,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,8,,,,,,BD-CW-SAMCO-ACE-LET-STR-008,24-Sep-2025,Claim Notice / Reservation,Response Regarding Site Ramp Modification Works,Reserve entitlement for ramp modification works outside original scope,Recognize cost and time compensation for ramp widening/level changes,Potential additional access route works,Employer/Engineer if instructed; SAMCO if accepted as access obligation,"Service ramp, material access, site logistics",Engineer instruction and agreed compensation basis,Medium,Additional payment and EOT claimed,Access / Variation,Shared,Medium,Conditional,Moderate,Issue determination on ramp scope and compensation,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,9,,,,,,BD-CW-SAMCO-ACE-LET-STR-009,24-Sep-2025,Submittal,Submission of Consultant CV and Approval Certificate,Submit nominated design review consultant details,Approve consultant CV and syndicate certificate,No construction scope impact,SAMCO / Engineer,Design review consultant appointment,Engineer approval before design review,Medium if approval delays design review,Low direct; possible delay if rejected,Technical / Approval,Shared,Medium,Low to Moderate,Weak to Moderate,Review and approve/reject consultant submittal,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,10,,,,,,BD-CW-SAMCO-ACE-LET-STR-010,25-Sep-2025,Procurement Request,Supply of reinforcement steel for the project,Request first delivery of reinforcement steel,Supply listed steel quantities by diameter,No scope change; material supply obligation triggered,Owner / Employer supply arrangement,Reinforcement procurement and early structural works,Owner steel supply before fabrication/installation,Medium,Potential delay and self-procurement cost if late,Procurement,Owner,Medium,Conditional,Moderate,Confirm and deliver first steel order,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,11,,,,,,BD-CW-SAMCO-ACE-LET-STR-011,29-Sep-2025,Procurement Revision / Coordination,Request to Reduce First Reinforcement Steel Delivery,Adjust steel order due to site constraints and revised active workface,Reduce first delivery to raft/tank wall dowels; later submit second delivery,No scope change; sequencing and storage adjusted,Shared,"Steel supply, B1-B4 excavation/soil replacement",Official handover of obstruction-free boundaries,Medium,Avoids storage damage; may affect procurement sequence,Procurement / Site Logistics,Shared,Medium,Conditional,Moderate,Approve revised quantities and coordinate later delivery,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,12,,,,,,BD-CW-SAMCO-ACE-LET-STR-012,30-Sep-2025,Meeting Follow-up,Meeting Minutes and Follow-up on Discussed Points,Record 25-Sep meeting outcomes and open actions,"Provide missing design packages, signboard decision, B1-B4 boundaries/levels, pipe repair update",Potential design/access/interface impact,Owner/Engineer for data and handover; SAMCO for follow-up,"Design review, boundary marking, tank works, excavation",Owner contractor completion and complete design package,High for affected work fronts,Potential delay and disruption if unresolved,Interface / Design / Site Access,Shared / Owner,High,Moderate,Moderate,"Issue missing drawings, boundaries, repair status and instructions",The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,13,,,,,,BD-CW-SAMCO-ACE-LET-STR-013,30-Sep-2025,Notice of Suspension,Pipe Breakage and Suspension of Excavation Works,Notify pipe breakage stopped excavation/spoil removal,Repair pipes and address resulting damage before resumption,No scope change; remedial works may arise,Owner/Engineer for utility repair; SAMCO to resume after clearance,"Tank excavation, spoil removal, B5/B6/B14/B15 area",Pipe repair and damage rectification,High on tank excavation,Potential delay and remedial cost,Utility / Site Condition,Owner / Shared,High,Moderate to High,Moderate,"Repair pipes, document damage, confirm restart date",The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,14,,,,,,BD-CW-SAMCO-ACE-LET-STR-014,05-Oct-2025,Notice / Reservation,Implications of Water Pipe Break,Reserve no responsibility and record impact on backfilling/boreholes,"Seek guidance, technical tests, consultant recommendations and settlement of extra quantities",Potential additional backfilling/remedial scope,Owner/Engineer for utility damage and instructions; SAMCO if formally assigned,"Backfilling, verification boreholes, affected rear area",Safe remediation and geotechnical confirmation,High for affected area,Extra quantities and possible delay entitlement,Utility / Geotechnical / Commercial,Owner / Shared,High,Moderate to High,Moderate to Strong,"Issue technical instruction, remove obstacles, measure extra works",The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,15,,,,,,BD-CW-SAMCO-ACE-LET-STR-015,06-Oct-2025,Document Request,Reminder to Submit Final Package and Signed Hard Copies,Request complete IFC package to support variation notice process,"Provide approved stamped structural, architectural and MEP IFC drawings",No direct scope change; enables clash review and notices,Engineer / Employer,"Design review, clash detection, variation notices",Complete approved IFC package,Medium,Potential loss/late variation notice if not provided,Design / Contract Notice,Engineer / Employer,Medium,Conditional,Moderate,Transmit complete stamped IFC package,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,16,,,,,,BD-CW-SAMCO-ACE-LET-STR-016,07-Oct-2025,Contract Position / Reservation,Clarification Regarding Coordination Responsibilities,Clarify SAMCO responsibility excludes MEP works by employer-appointed subcontractors,Provide MEP drawings/materials via MEP subcontractor or issue VO if SAMCO must execute,Potential new MEP/interface scope if instructed,Employer/MEP subcontractor; SAMCO coordination only unless varied,"MEP flanges, sleeves, tie-ins, shop drawings",Appointment/input from MEP contractor or formal variation,High if MEP interfaces block structural works,Potential variation cost/time,Scope / Interface,Employer / Shared,High,Moderate,Moderate,Appoint/coordinate MEP contractor or issue formal variation,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,17,,,,,,BD-CW-SAMCO-ACE-LET-STR-017,09-Oct-2025,Variation Response / Rejection,Response to VI ROYA-BIG-2025-VI-001,Reject utility protection/supporting works as excluded from contract,Treat utility protection as compensated variation with time impact,Additional utility protection works outside priced scope,Employer/Engineer if instructed; SAMCO after variation agreement,"Existing utilities, protection works, high-risk areas","Formal VI, agreed methodology and valuation",High if protection required before excavation/structure,Additional payment and EOT claimed,Variation / Utility,Employer / Shared,High,Moderate to High,Strong,"Issue proper VI, define method, value cost/time",The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,18,,,,,,BD-CW-SAMCO-ACE-LET-STR-018,13-Oct-2025,Response / Delay Mitigation,Response Regarding Delay of Works at Site,Explain reasons soil replacement had not fully started,Provide instruction on proceeding without test results; consider ramp/test/geogrid timing,No new scope; execution constrained by tests/ramp/access,Shared,"B1/B2 soil replacement, ramps, geogrid/geocell procurement","Test results, service ramp repair, clear handover",High for soil replacement start,Potential delay if tests/instructions delayed,Schedule / Site Logistics,Shared,High,Moderate,Moderate,Give instruction on material execution and expedite ramp/test approvals,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,19,,,,,,BD-CW-SAMCO-ACE-LET-STR-019,26-Oct-2025,Design Request,Request for Complete Set of IFC Drawings,Request full IFC set after major design changes observed,"Provide approved architectural, structural, mechanical and electrical IFC drawings",Potential design change impact,Engineer / Employer,"Design review, coordination, program update",Complete IFC package,High,Possible time/cost if changes affect works,Design Information,Engineer / Employer,High,Moderate,Moderate to Strong,Issue complete coordinated IFC package,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,20,,,,,,BD-CW-SAMCO-ACE-LET-STR-020,27-Oct-2025,Status Update / Reservation,Project Status Update - Buildings B1 to B17,Record current status and constraints across project zones,"Provide missing IFC/MEP data, confirm MEP contractor, resolve holds",No direct scope; identifies constraints,Shared,"B1-B17 works, tank, replacement soil, drawings","Missing drawings, MEP appointment, soil results",Medium to High,Potential delay if constraints persist,Progress / Interface,Shared,Medium to High,Conditional,Moderate,Close missing data and unblock held areas,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,21,,,,,,BD-CW-SAMCO-ACE-LET-STR-021,29-Oct-2025,Insurance Undertaking,Contractor Commitment to Maintain Required Insurance,Undertake compliance with contractual insurance requirements,"Accept contractor liability for gaps, deductibles and deviations",No scope impact,SAMCO,"Insurance coverage, site risk",Policy issuance/maintenance,Low direct,Potential uninsured loss borne by SAMCO,Insurance / Contract,SAMCO,Low,,,Maintain compliant policies and originals,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,22,,,,,,BD-CW-SAMCO-ACE-LET-STR-022,23-Nov-2025,Status Update / Reservation,Project Status Update - Buildings B1 to B17,Update progress and identify pending approvals/data,"Provide design review approval, MEP/basement drawings, BOQ, soil feedback",No new scope; highlights holds,Shared,"B1-B17, tank, waterproofing, soil replacement","Approvals, drawings and soil reports",Medium to High,Potential delay if pending items remain,Progress / Design / Geotechnical,Shared,Medium to High,Conditional,Moderate,Issue pending approvals and missing documents,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,23,,,,,,BD-CW-SAMCO-ACE-LET-STR-023,23-Nov-2025,Technical Query,Related to Waterproofing Works,Seek clarification on waterproofing system needed for 10-year warranty,Confirm insulation materials/system to use,Possible upgraded waterproofing specification,Engineer / Consultant,Basement/tank waterproofing,Material/system clarification before execution,Medium,Potential additional cost for upgraded system,Technical / Variation,Engineer / Employer,Medium,Conditional,Moderate,Confirm waterproofing system and approve revised submittal,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,24,,,,,,BD-CW-SAMCO-ACE-LET-STR-024,24-Nov-2025,Variation Rejection,Response to VI BD-ACEPM-SAMCO-VI-0003,Reject execution of MEP works as outside SAMCO scope,Appoint qualified MEP contractor; limit SAMCO to coordination,Potential MEP first-fix/interface scope disputed,Employer/MEP contractor; SAMCO coordination only,"MEP first fix, flanges/sleeves, tank interfaces",MEP contractor appointment or formal change,High,Potential time/cost if MEP not appointed,Scope / Variation,Employer / Shared,High,Moderate,Moderate,Resolve scope and appoint/authorize MEP execution,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,25,,,,,,BD-CW-SAMCO-ACE-LET-STR-025,26-Nov-2025,Procurement Request,Supply of Reinforcement Steel - Second Delivery,Request second reinforcement steel delivery,Supply listed steel quantities,No scope change,Owner / Employer supply arrangement,Reinforcement procurement and fabrication,Owner steel supply,Medium,Potential delay if supply late,Procurement,Owner,Medium,Conditional,Moderate,Confirm and deliver second steel order,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,26,,,,,,BD-CW-SAMCO-ACE-LET-STR-026,30-Nov-2025,Technical Meeting Request,Reply of Design Review,Request urgent meeting to resolve design review comments,Hold meeting 02-Dec with owner/designer/consultants; approve final designs,No direct scope; may lead to design changes,Engineer / Employer / Designers,"Raft foundation, reinforcement preparation, design review",Resolution before raft reinforcement,High,Potential delay if final design not approved,Design / Coordination,Shared / Employer,High,Moderate,Moderate,Arrange meeting and close design comments,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,27,,,,,,BD-CW-SAMCO-ACE-LET-STR-027,30-Nov-2025,Formal Rejection / Reservation,Formal Rejection of Assigning MEP Works,Set SAMCO position that MEP is outside civil/structural scope,"Withdraw MEP assignment, appoint MEP contractor, record SAMCO non-responsibility for delays",MEP scope disputed as outside contract,Employer/MEP contractor; SAMCO coordination only,"MEP first fix, tank interfaces, structural continuity",MEP contractor appointment or agreed VO,High,Potential prolongation/variation if MEP assigned,Scope / Contract,Employer / Shared,High,Moderate,Moderate,Issue scope determination and MEP execution route,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,28,,,,,,BD-CW-SAMCO-ACE-LET-STR-028,06-Dec-2025,Payment Submission,Submission of Interim Payment Certificate No. 1,Submit IPC No. 1 for review and approval,Review and approve IPC 1,No scope impact,Engineer / Employer for certification/payment,Payment certification,Submission of IPC,"Low schedule, high cash-flow relevance",Payment due under contract,Commercial / Payment,Employer / Engineer,Low,Conditional,,Certify and pay IPC 1,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,29,,,,,,BD-CW-SAMCO-ACE-LET-STR-029,07-Dec-2025,Design Reservation,Design Review,Clarify design modifications are outside SAMCO obligation and affect start readiness,Resolve design comments at least 10 days before reinforcement; allow 20 days for major redesign,Potential redesign or shop drawing rework,Designer/Engineer for design; SAMCO for review/execution,"Design review, shop drawings, raft reinforcement",Final approved design and closed comments,High,Potential time/cost for redesign or rework,Design / Schedule,Employer / Designer,High,Moderate,Moderate,Close design review comments and confirm design basis,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,30,,,,,,BD-CW-SAMCO-ACE-LET-STR-030,11-Dec-2025,Response / Design Reservation,Re: Design Review,Explain incomplete design packages delayed comprehensive review,"Provide latest complete structural, architectural and MEP IFC packages and resolve design status",Potential design/information delay,Engineer / Employer,"Design review, IFC coordination, program",Complete design information,High,Potential delay if incomplete information persists,Design Information,Engineer / Employer,High,Moderate,Moderate to Strong,Issue coordinated complete IFC set and final design instruction,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,31,,,,,,BD-CW-SAMCO-ACE-LET-STR-031,11-Dec-2025,Weather Notice,Postponement of Insulation Works Due to Weather,Notify insulation start postponed due rain/weather,Resume after surface dryness and safe conditions,No scope change,Weather / SAMCO safety decision,Waterproofing/insulation works,Suitable weather and dry surface,Low to Medium,Minor productivity impact,Weather / Safety,Shared / Force Majeure-like,Low,Low / Conditional,Weak,Record weather and resume when suitable,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,32,,,,,,BD-CW-SAMCO-ACE-LET-STR-032,11-Dec-2025,Design Request,Request for Complete Package for Coordination - TRA-007,Request missing basement/foundation MEP package,"Provide complete lower-level electrical, HVAC and mechanical drawings",No direct scope; enables coordination,Engineer / Employer / Designers,"MEP coordination, basement/foundation interfaces",Complete MEP package,Medium to High,Potential delay to coordinated shop drawings,Design Information / Interface,Engineer / Employer,Medium to High,Conditional,Moderate,Issue missing basement/foundation MEP package,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,33,,,,,,BD-CW-SAMCO-ACE-LET-STR-033,15-Dec-2025,Response / Reporting Position,Response to LET-021 Periodic Reports,Explain contractual reports require approved baseline schedule,"Approve/comment time schedule, align reporting format, continue daily reports",No scope impact,Shared,"Progress reporting, time schedule, controls",Approved baseline programme,Medium,Potential IPC/reporting dispute,Contract Administration,Shared,Medium,Low to Moderate,Weak to Moderate,Close programme comments and agree report template,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,34,,,,,,BD-CW-SAMCO-ACE-LET-STR-034,17-Dec-2025,Design Review / Reservation,Re: Design Review,Transmit NECB design review outcome and seek decision on criteria,Confirm whether to proceed with Prime criteria or redesign under NECB criteria,Possible major redesign if conservative criteria adopted,Employer/Designer/Engineer,"Structural design, foundations, columns, slabs, beams",Decision on adopted design criteria,High,Major cost/time if redesign required,Design / Technical,Employer / Designer,High,High if redesign,Strong if criteria/design changed,Issue formal design criteria decision and redesign instruction if needed,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,35,,,,,,BD-CW-SAMCO-ACE-LET-STR-035,18-Dec-2025,Variation Rejection / Contract Position,Response to LET-019 and VI-0003,Reiterate flanges are MEP/mechanical and outside civil scope,Appoint MEP contractor; reject VI-0003; reserve rights,MEP/flange scope disputed,Employer/MEP contractor,"Ground water tank flanges, MEP interfaces",Scope determination or formal compensated VO,High,Potential variation and delay cost,Scope / Variation,Employer / Shared,High,Moderate,Moderate,Resolve disputed scope and issue formal instruction/valuation,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,36,,,,,,BD-CW-SAMCO-ACE-LET-STR-036,21-Dec-2025,Variation Request,Request for VI - CPTu and DCPT Works,Request variation instruction and payment for extra geotechnical tests,Issue VI for CPTu and compensate CPTu/DCPT test points,Additional testing scope,Owner/Engineer if instructed; SAMCO for execution,"CPTu, DCPT, B6/B14/B15 soil verification",Owner consultant request/test instruction,Low to Medium,Additional measured cost,Variation / Geotechnical,Employer / Shared,Low to Medium,Low / Conditional,Moderate,Issue VI and agree valuation,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,37,,,,,,BD-CW-SAMCO-ACE-LET-STR-037,24-Dec-2025,Status Update / Request,Project Status Update - Buildings B1 to B17,Update progress and list blockers across groups,"Provide MEP package, BOQ, missing drawings and soil feedback",No direct scope; identifies holds,Shared,"B1-B17, tank, soil, waterproofing, steel fabrication",Missing MEP/BOQ/drawings/soil approvals,Medium to High,Potential delay if blockers remain,Progress / Interface,Shared,Medium to High,Conditional,Moderate,Close blockers and issue pending information,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,38,,,,,,BD-CW-SAMCO-ACE-LET-STR-038,21-Jan-2026,Payment Recommendation / Attachment,ACEPM Recommendation of Monthly Interim Payment No. 2,Record ACEPM recommended IPC No. 2 amount and deductions,Proceed with Roya action/payment based on recommendation,No scope impact,ACEPM / Roya / Employer,IPC 2 certification/payment,Technical/commercial review of IPC,"Low schedule, cash-flow impact",Payment certification affects cash flow,Commercial / Payment,Employer / Engineer,Low,Conditional,,Process recommended IPC 2 payment,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,39,,,,,,BD-CW-SAMCO-ACE-LET-STR-039,04-Jan-2026,Notice / Site Incident,Water Pipeline Leakage and Its Impact on Project Works,Document 31-Dec leakage and 01-Jan sanitary pipe damage,Recognize additional works and responsibility limits,Possible remedial/rework scope,Owner/utility repair team; SAMCO for mitigation/rework if instructed,"Formwork, plain raft preparations, trench/diversion, pipeline area",Utility repair and clearance,Medium,Potential rework and additional cost,Utility / Site Condition,Owner / Shared,Medium,Conditional,Moderate,"Assess damage, instruct/measure rework, prevent recurrence",The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,40,,,,,,BD-CW-SAMCO-ACE-LET-STR-040,05-Jan-2026,Reservation / Design Instruction Request,Continuation of Works and Final Written Instructions,Confirm continuation under approved design while reserving rights,Issue final written instructions and accept design responsibility boundaries,No immediate scope; future redesign may vary works,Employer/Designer for design; SAMCO for execution,"B1-B4 design review, approved designs, structural works",Written instruction/design confirmation,High if later design changes,Potential EOT/cost for future redesign,Design / Contract,Employer / Designer,Medium to High,Conditional High,Strong if later change occurs,Issue clear written instruction/design confirmation,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,41,,,,,,BD-CW-SAMCO-ACE-LET-STR-041,06-Jan-2026,Urgent Notice / Conditional Proposal,Critical Interface Issue on Critical Path,Notify sewage pipeline conflict through tank base slab and offer temporary mitigation,"Provide approved MEP docs, supervision, written approval and VO/payment terms",Temporary MEP/interface works within tank raft,Employer/MEP consultant; SAMCO only if authorized,"Tank base slab, sewage pipeline, MEP first fix, concrete casting","Written instruction, approved drawings/specs, MEP supervision",High critical path impact,Cost reimbursement/VO and possible delay,Interface / MEP / Critical Path,Employer / Shared,High,High,Strong if instruction delayed,Issue urgent VO/instruction and approved technical package,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,42,,,,,,BD-CW-SAMCO-ACE-LET-STR-042,06-Jan-2026,Procurement Request,Supply of Reinforcement Steel - Third Delivery,Request third reinforcement steel delivery,Supply listed steel quantities,No scope change,Owner / Employer supply arrangement,Reinforcement procurement and fabrication,Owner steel supply,Medium,Potential delay if late,Procurement,Owner,Medium,Conditional,Moderate,Confirm and deliver third steel order,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,43,,,,,,BD-CW-SAMCO-ACE-LET-STR-043,12-Jan-2026,Weather Notice,Suspension of Tower Crane Operations,Notify crane suspension due high winds,Resume crane operation when weather permits,No scope impact,Weather / SAMCO safety decision,Tower crane lifting operations,Safe wind conditions,Low to Medium,Minor productivity impact,Weather / Safety,Shared / Weather,Low,Low / Conditional,Weak,Record suspension and resume safely,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,44,,,,,,BD-CW-SAMCO-ACE-LET-STR-044,15-Jan-2026,Procurement Delay Notice,Delay in Supplying Reinforcement Steel,Notify owner steel supply delay and reserve rights,"Expedite steel supply, acknowledge EOT rights, note SAMCO supplied 120 tons",No scope change; material supply delay,Owner for steel supply; SAMCO mitigation,Reinforcement fabrication/installation,Owner-supplied steel under advance payment arrangement,High,"Potential EOT, cost recovery/self-procurement",Procurement / Delay,Owner,High,Moderate to High,Moderate to Strong,Expedite supply and certify mitigation steel,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,45,,,,,,BD-CW-SAMCO-ACE-LET-STR-045,22-Jan-2026,Commercial Submission,Guarantee Cheque for Reinforcement Steel,Record submission of guarantee cheque for remaining owner steel,Acknowledge cheque receipt and proceed with steel supply,No scope impact,SAMCO / Owner finance,"Steel supply guarantee, procurement",Guarantee cheque receipt,Low direct; supports steel delivery,EGP 43.75m guarantee linked to steel supply,Commercial / Procurement,Shared,Low,,,Confirm receipt and release remaining steel,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,46,,,,,,BD-CW-SAMCO-ACE-LET-STR-046,24-Jan-2026,Payment Submission,Submission of Interim Payment Certificate No. 3,Submit IPC No. 3 for review and approval,Review and approve IPC 3,No scope impact,Engineer / Employer,Payment certification,IPC submission,"Low schedule, cash-flow impact",Payment due under contract,Commercial / Payment,Employer / Engineer,Low,Conditional,,Certify and pay IPC 3,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
letter_register,From Contractor,47,,,,,,BD-CW-SAMCO-ACE-LET-STR-047,24-Jan-2026,MOM Correction / Commercial Record,Additions to MOM - Coordination Meeting 19-Jan-2026,Request omitted meeting agreements be added to MOM,"Add design review code basis, VO/VAT method, bank guarantee and performance security deletion",No physical scope; commercial/contract administration impact,Shared / Employer / Engineer,"Design review, VO valuation, IPC retention/security",Accurate agreed MOM record,Medium,Affects VO valuation and payment deductions,Contract Administration / Commercial,Shared,Low to Medium,Conditional,Moderate,Revise MOM and confirm agreed commercial points,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
